client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
de6c38a0859ec7f1a47b3fb4ba0d797d569c966ad9ecb30565739f1dc6995fb13ad0b35861f8be9b2fa1891d07330c09dac470bb8560b77bbad723d5bd29dbd2	common_voice_cy_22137887.mp3	saith	0	2	twenties	female	united_kingdom	cy	Benchmark
42d168a9f116c5cd1477075559f0ac4870358abf8b7f319ea3aa2ac1d60adee4ed55b1c6ace732b53a99f7500e294936beab5fa216d77a9424bb0a630958de0d	common_voice_cy_22177526.mp3	pedwar	1	2	twenties	male	united_kingdom	cy	Benchmark
753f517c237c04af7cd16589799c2331cd1f61b8b54f6569169e72a894f961e51f48b34db97d98565c374f0c0d0ec74ab6c8dbf38a81139f1068bef42f385f78	common_voice_cy_22192940.mp3	sero	1	2				cy	Benchmark
fbd2dcdaf635fd5b265e9b71a3a182b9518949ae0ef29d667c303cea96d1cbcae71f71be1cac39c295b09b0a0be3b15fe57f2f09255d2990e990adc726c94e05	common_voice_cy_22260352.mp3	saith	0	2	twenties	female		cy	Benchmark
ba5e4549632dec471e776e38751f3bef334166b93b1d39e959458cee581c14e574d08ea71ea48f4fccfa0bf72dd891483c0e2736386c4a3f031fc12e6988971c	common_voice_cy_22374571.mp3	pedwar	1	2				cy	Benchmark
ba5e4549632dec471e776e38751f3bef334166b93b1d39e959458cee581c14e574d08ea71ea48f4fccfa0bf72dd891483c0e2736386c4a3f031fc12e6988971c	common_voice_cy_22374573.mp3	sero	1	2				cy	Benchmark
94500dc9bd8e072bb2657156ac9b4468d95e4bfed463a9e1a106373855106d721fcd4b329adaeade51a5da0f5b1cacbe8cef86606f5feaefd7cf7f56e30c660c	common_voice_cy_22374643.mp3	sero	1	2				cy	Benchmark
19f9bd4913271ae0f865b259ff566a56267d015482a86300c95fa188ea38d461778ddf230222e4b4fcdefd0dbae3cf944d8bf594ccae2e6840b0467f8066c5a6	common_voice_cy_22399781.mp3	chwech	0	2	twenties	male	united_kingdom	cy	Benchmark
b6c9f54af831525438d2dc7ae8f0582eac4e5be4bcdcedccacda8342e907784b47228450099c0f87cb8efccdcecfabca63e3e64f9e1d1420a29ad542c421ae31	common_voice_cy_22450666.mp3	saith	1	2	sixties	male	united_kingdom	cy	Benchmark
8f7baa8bb7cd73c01f8bb311dfe85f4c1ed327f0e6008f882ebefe6a1ac6bbed7204382687d2eb377618d965764907b8f3bad0c474df052e792f973bc78c25be	common_voice_cy_22524782.mp3	chwech	0	2				cy	Benchmark
944bc52fa96807f2ebd5bae5aa6e0f039616af8e767cc05cee17302e07e7bd84954b1dc5f11af9e2e0d2df055d9ad27a8cf3ee33291a232cec7e89fc9d730f36	common_voice_cy_22653564.mp3	wyth	0	2				cy	Benchmark
3d8b2273f2b83c8b7689927ad89eb734dfc3ccf6b2ceb6a8a68ae82328aa294259085fa2ac90e6b82642a89fb8b28d2797c5e50a73a05b6ac8bcbde581f86491	common_voice_cy_22697142.mp3	naw	0	2				cy	Benchmark
c5275e79ecde0c03e8f887234cbd1236d27f0701948a4b55be06f30c9750ba72b49e169140e67e4472c89f0e660ec9083c9524f3b5b1d37ba57f9d527d3312ed	common_voice_cy_23892410.mp3	pump	0	2				cy	Benchmark
cdc9e4d94e93db8ec09446476fee6c05d83e8fc0098500cad9303ad78d384c94e02486904cd30e67eeee4951eac4a8a9d50a7242db5d9da5b060662874fb894d	common_voice_cy_23893466.mp3	chwech	1	2				cy	Benchmark
dd1b7eba709d87338b0162c8b9889f7e6e3d95ab992a96dabad759fde1c526a304b81faccd95fdb9544e15682ae587a72250c37a83937d8f60e8b6de6b847ed6	common_voice_cy_23895397.mp3	tri	0	2				cy	Benchmark
