client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
cc5c040123c03abca1669d3c83185f40e4c05205bec67ae319651b10add535688051d5cfb9d7b606b1b4e2133f4b44c7a03d61d870483877af331f83bf7b22fc	common_voice_br_23862249.mp3	pemp	0	1	fourties	male	gwenedeg	br	Benchmark
cc5c040123c03abca1669d3c83185f40e4c05205bec67ae319651b10add535688051d5cfb9d7b606b1b4e2133f4b44c7a03d61d870483877af331f83bf7b22fc	common_voice_br_23862521.mp3	tri	1	1	fourties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872497.mp3	nann	0	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872498.mp3	seizh	1	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872499.mp3	eizh	1	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872500.mp3	pevar	0	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872501.mp3	"c'hwec'h"	1	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872502.mp3	ya	1	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872504.mp3	daou	1	1	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872505.mp3	tri	0	0	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872506.mp3	unan	0	1	twenties	male	gwenedeg	br	Benchmark
8d7316c8735e8a5319d352bd0bbe529a5c5639bad65eb8871116f429e76306ccc42d4312f662bcaf390ef04c63c43501c076faf1379c44d2db941fa331a68811	common_voice_br_23872517.mp3	nav	0	0	twenties	male	gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892735.mp3	nann	0	0			gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892736.mp3	daou	0	0			gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892737.mp3	tri	0	0			gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892738.mp3	nav	0	0			gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892770.mp3	mann	1	0	fifties	male	gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892771.mp3	eizh	1	0	fifties	male	gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892772.mp3	pemp	1	0	fifties	male	gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892773.mp3	ya	0	0	fifties	male	gwenedeg	br	Benchmark
a7aca00be8464f697f76ba78de6780896c0c91f7953979c759b0471b860df92e12f5c9290ac53baf0622322ca365d8b3d41c28ee0937380226080168e45a2cc0	common_voice_br_23892774.mp3	unan	1	0	fifties	male	gwenedeg	br	Benchmark
40e5c3f0bce4a4925cf87c250ec458f51ddf0596219926049b5bf32cf2897343bbe7bfc9d475475e5f853aecc6a7dd981ff5862bf08ca17117ec5fa61f6f7861	common_voice_br_23949804.mp3	eizh	1	0				br	Benchmark
