client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22662923.mp3	eins	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22662924.mp3	vier	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22662926.mp3	nein	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22662929.mp3	sieben	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22662930.mp3	acht	2	1	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663601.mp3	Firefox	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663602.mp3	sechs	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663603.mp3	nan	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663604.mp3	fünf	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663606.mp3	ja	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663633.mp3	neun	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663634.mp3	drei	2	0	twenties	male	germany	de	Benchmark
b4ccf78279772bff5509b765a96d4ee4fb13e5cd4359efd72b50a627e5316e044f12b3ea81822c7c657e9c760a6c4d13987f136eccd81f22ef2ca2783a912cb8	common_voice_de_22663635.mp3	zwei	2	0	twenties	male	germany	de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045465.mp3	neun	2	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045466.mp3	sieben	4	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045467.mp3	sechs	3	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045468.mp3	fünf	3	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045469.mp3	nein	2	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045485.mp3	eins	2	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045486.mp3	acht	3	1				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045488.mp3	vier	3	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045490.mp3	nan	3	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045492.mp3	ja	3	1				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045515.mp3	drei	2	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045517.mp3	Firefox	2	0				de	Benchmark
b53fffc1443c8c0c7f4de20612d11096187e3e65b3efd96ed7f694d55b5ff4a56b6c8a872efbbbcff18550e1c57fcb0c2a9061101c11e5c84c44d06f577f7a62	common_voice_de_22045518.mp3	zwei	2	0				de	Benchmark
b671e84d3e65acda6c066b13e2bb45bbd85aa86de820e24d20863bf3a265f635cd6d811acce690ce606836c536928bb187a839b3cbff25e77b7073044faf229e	common_voice_de_22149900.mp3	ja	2	0				de	Benchmark
b671e84d3e65acda6c066b13e2bb45bbd85aa86de820e24d20863bf3a265f635cd6d811acce690ce606836c536928bb187a839b3cbff25e77b7073044faf229e	common_voice_de_22149904.mp3	sechs	3	0				de	Benchmark
