client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
dd1b7eba709d87338b0162c8b9889f7e6e3d95ab992a96dabad759fde1c526a304b81faccd95fdb9544e15682ae587a72250c37a83937d8f60e8b6de6b847ed6	common_voice_cy_23895389.mp3	wyth	1	0				cy	Benchmark
dd1b7eba709d87338b0162c8b9889f7e6e3d95ab992a96dabad759fde1c526a304b81faccd95fdb9544e15682ae587a72250c37a83937d8f60e8b6de6b847ed6	common_voice_cy_23895393.mp3	chwech	1	0				cy	Benchmark
a3e44f2c1b07d109a937c3c245807aebd090f1f26ddaed7883b4bd600306a7009d97b38cb311afd9d7d55a9210a79f56efbd20870b0d28a8d3fef473d70a6e96	common_voice_cy_23896232.mp3	tri	1	0	twenties	female	united_kingdom	cy	Benchmark
a3e44f2c1b07d109a937c3c245807aebd090f1f26ddaed7883b4bd600306a7009d97b38cb311afd9d7d55a9210a79f56efbd20870b0d28a8d3fef473d70a6e96	common_voice_cy_23896233.mp3	pedwar	1	0	twenties	female	united_kingdom	cy	Benchmark
a3e44f2c1b07d109a937c3c245807aebd090f1f26ddaed7883b4bd600306a7009d97b38cb311afd9d7d55a9210a79f56efbd20870b0d28a8d3fef473d70a6e96	common_voice_cy_23896239.mp3	chwech	0	0	twenties	female	united_kingdom	cy	Benchmark
a3e44f2c1b07d109a937c3c245807aebd090f1f26ddaed7883b4bd600306a7009d97b38cb311afd9d7d55a9210a79f56efbd20870b0d28a8d3fef473d70a6e96	common_voice_cy_23896241.mp3	sero	0	0	twenties	female	united_kingdom	cy	Benchmark
a3e44f2c1b07d109a937c3c245807aebd090f1f26ddaed7883b4bd600306a7009d97b38cb311afd9d7d55a9210a79f56efbd20870b0d28a8d3fef473d70a6e96	common_voice_cy_23896269.mp3	wyth	0	0	twenties	female	united_kingdom	cy	Benchmark
db1a8371e5f9ccc5f74dcd5f698aa6978485082b66279c13e991117a528de3b80bc7781673ea57811ba6710293af431e3831c9501d7f6ac5825d704b86450099	common_voice_cy_23896698.mp3	saith	0	0				cy	Benchmark
db1a8371e5f9ccc5f74dcd5f698aa6978485082b66279c13e991117a528de3b80bc7781673ea57811ba6710293af431e3831c9501d7f6ac5825d704b86450099	common_voice_cy_23896700.mp3	pedwar	0	0				cy	Benchmark
db1a8371e5f9ccc5f74dcd5f698aa6978485082b66279c13e991117a528de3b80bc7781673ea57811ba6710293af431e3831c9501d7f6ac5825d704b86450099	common_voice_cy_23896701.mp3	naw	1	0				cy	Benchmark
2050d0d5d0f0bd11d1ffeb5bad758bd5b777ea649a791da7e3e7a52426afca20721b90704d658a6b2e2fd7039635fe3727581e6a6baa817d4256e724b156f52c	common_voice_cy_23897052.mp3	pedwar	0	0				cy	Benchmark
2050d0d5d0f0bd11d1ffeb5bad758bd5b777ea649a791da7e3e7a52426afca20721b90704d658a6b2e2fd7039635fe3727581e6a6baa817d4256e724b156f52c	common_voice_cy_23897053.mp3	saith	0	0				cy	Benchmark
