client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107292.mp3	Firefox	2	0	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107294.mp3	eight	2	0	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107295.mp3	Hey	3	0	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107296.mp3	yes	2	0	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107308.mp3	five	2	1	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107309.mp3	three	2	1	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107310.mp3	two	2	1	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107311.mp3	seven	2	1	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107312.mp3	no	2	1	twenties	male	indian	en	Benchmark
1476c13940c901d1a5a10630c6d84205d0780be5beec08433645f99ecbef03671d2a783194396ecc26df700430fcdbb79fc6eda2cfd7b004305b27a2cc549371	common_voice_en_22107357.mp3	six	2	0	twenties	male	indian	en	Benchmark
